Latency,Type,Value
0,fixation,2
1.9802721228916198,neurofeedback_new_bar,235.93842407363326
2.4808926780242473,neurofeedback_new_bar,179.05526327085948
2.982319747330621,neurofeedback_new_bar,157.47173598464448
3.482892727246508,neurofeedback_new_bar,76.967773184254781
3.9811231915373355,neurofeedback_new_bar,-1.4793641837432481
4.482629175297916,neurofeedback_new_bar,-66.774975110301327
4.980190565343946,neurofeedback_new_bar,-87.148520956272691
5.480633279541507,neurofeedback_new_bar,-86.920468634952158
5.981191533850506,neurofeedback_new_bar,-83.885645036439911
6.481522106332704,neurofeedback_new_bar,-83.874678040228275
6.981540041510016,neurofeedback_new_bar,-78.716559739566506
7.482023157179356,neurofeedback_new_bar,-74.804651407918215
7.9810571148991585,neurofeedback_new_bar,-75.242479569284171
8.481106389313936,neurofeedback_new_bar,-17.553104584326608
8.982422449393198,neurofeedback_new_bar,-20.386919934652468
9.481177374487743,neurofeedback_new_bar,-24.530106973245637
9.98255233746022,neurofeedback_new_bar,-23.580958500893722
10.48098292015493,neurofeedback_new_bar,-67.872338614830269
10.98108996450901,neurofeedback_new_bar,-76.1523759181526
11.481168690137565,neurofeedback_new_bar,-78.938644231229361
11.982705258065835,neurofeedback_new_bar,-85.287858067356353
12.481446212623268,neurofeedback_new_bar,-84.672270454373461
12.981035592732951,neurofeedback_new_bar,-89.021513299270012
13.481175486696884,neurofeedback_new_bar,-73.088715155212824
13.983534049242735,neurofeedback_new_bar,-67.554257795688756
14.481157740345225,neurofeedback_new_bar,-70.650610832343233
14.981086188694462,neurofeedback_new_bar,-73.748888430929924
15.481332182884216,neurofeedback_new_bar,-89.51858967253068
15.982505139894783,neurofeedback_new_bar,-89.378364804185253
16.481624430976808,neurofeedback_new_bar,-85.726463565053265
16.98211774113588,neurofeedback_new_bar,-87.678304546919776
17.481408076826483,neurofeedback_new_bar,-80.090181749352539
17.982440951047465,neurofeedback_new_bar,-85.279159502855762
18.48169013019651,neurofeedback_new_bar,-81.039659028448455
18.981152642983943,neurofeedback_new_bar,-79.293170308419022
19.483205364784226,neurofeedback_new_bar,-82.964212634814899
19.983853860758245,neurofeedback_new_bar,-86.272974768898194
20.481922342907637,neurofeedback_new_bar,-87.851556259661507
20.982115475693718,neurofeedback_new_bar,-79.153681236383719
21.48413836839609,neurofeedback_new_bar,-73.071152413710706
21.981209280202165,neurofeedback_new_bar,-71.432492169659199
22.481912148185074,neurofeedback_new_bar,-78.015360949379343
22.98132746317424,neurofeedback_new_bar,-79.341748161165782
23.48181359935552,neurofeedback_new_bar,-81.542075728676735
23.983262945897877,neurofeedback_new_bar,-82.835154025522428
24.482250838773325,neurofeedback_new_bar,-84.9135375496313
24.981789245270193,neurofeedback_new_bar,-86.12406606850422
25.481453764252365,neurofeedback_new_bar,-85.773994166709045
25.98170768772252,neurofeedback_new_bar,-80.211997149211854
26.483394532930106,neurofeedback_new_bar,-76.580369370125226
26.982696573715657,neurofeedback_new_bar,-75.896801479917201
27.481837764615193,neurofeedback_new_bar,-76.338955978319191
27.982042224844918,neurofeedback_new_bar,-75.124967564192119
28.481535699451342,neurofeedback_new_bar,-80.096348172180143
28.982305021723732,neurofeedback_new_bar,-77.602522926527172
29.483505541924387,neurofeedback_new_bar,-73.268842575052545
29.98422766663134,neurofeedback_new_bar,-79.935848130314085
30.48299278621562,neurofeedback_new_bar,-76.213029324249462
30.984416079707444,neurofeedback_new_bar,-76.480273858595211
31.482724325964227,neurofeedback_new_bar,-77.096798479658858
31.98338792542927,neurofeedback_new_bar,-78.724410725093335
32.48166596493684,neurofeedback_new_bar,-85.92228636278071
32.98233145242557,neurofeedback_new_bar,-87.56679034686357
33.48418405582197,neurofeedback_new_bar,-87.397998053229671
33.98373265727423,neurofeedback_new_bar,-80.071169997515227
34.481670496053994,neurofeedback_new_bar,-81.474424254954883
34.98255498055369,neurofeedback_new_bar,-50.029628577088658
35.48190195346251,neurofeedback_new_bar,-25.145772291226276
35.982771712355316,neurofeedback_new_bar,-33.897480215781897
36.48360220273025,neurofeedback_new_bar,-62.802228272941932
36.98262974177487,neurofeedback_new_bar,-60.223663264847517
37.48261671513319,neurofeedback_new_bar,-87.357071261315568
37.982391487807035,neurofeedback_new_bar,-88.61716861203324
38.499273722060025,neurofeedback_new_bar,-87.131787070853335
39.00110367056914,neurofeedback_new_bar,-84.043620377508503
39.4993764241226,neurofeedback_new_bar,-70.119773392524948
40.00018388219178,neurofeedback_new_bar,-69.323207682884899
40.51563697052188,neurofeedback_new_bar,-67.723880377964747
41.015912416158244,neurofeedback_new_bar,-53.611029315015621
41.51712992764078,neurofeedback_new_bar,-73.116427788486931
42.01702590403147,neurofeedback_new_bar,-77.079441781122071
42.517248110612854,neurofeedback_new_bar,-77.835425258070387
43.06583737186156,neurofeedback_new_bar,-86.330734673424729
43.566150575643405,neurofeedback_new_bar,-81.348161001820714
44.100590348709375,neurofeedback_new_bar,-78.059581690707518
44.66554172546603,neurofeedback_new_bar,-75.897331838164007
45.25045847822912,neurofeedback_new_bar,-75.821287621777529
45.800964343128726,neurofeedback_new_bar,-72.464638732834842
46.35166239691898,neurofeedback_new_bar,-74.374361403520055
46.8992744772695,neurofeedback_new_bar,-75.176117561578337
47.49977552774362,neurofeedback_new_bar,-81.603311214205476
48.0668628832791,neurofeedback_new_bar,-76.244258156363017
48.66902491473593,neurofeedback_new_bar,-71.384226305609104
49.23362967185676,neurofeedback_new_bar,-65.956351082519916
49.85094857914373,neurofeedback_new_bar,-72.259444016497426
50.5004042009823,neurofeedback_new_bar,-71.223064703529843
51.117163910064846,neurofeedback_new_bar,-71.031105471712166
51.734289495507255,neurofeedback_new_bar,-69.82875805397309
52.38441192638129,neurofeedback_new_bar,-70.936888414622445
53.03394495230168,neurofeedback_new_bar,-36.91706751001157
53.668147415388376,neurofeedback_new_bar,-42.083673075632412
54.37279374431819,neurofeedback_new_bar,-58.517275962692452
55.03346164803952,neurofeedback_new_bar,-83.883312983650498
55.68474098853767,neurofeedback_new_bar,-87.310867787306108
56.366614245809615,neurofeedback_new_bar,-88.042493981544283
57.01920832484029,neurofeedback_new_bar,-61.249999486396845
57.716692310757935,neurofeedback_new_bar,-64.428546420443794
58.38678540335968,neurofeedback_new_bar,-65.168623738407106
59.06755272462033,neurofeedback_new_bar,-72.998445902450385
59.75210869824514,neurofeedback_new_bar,-1.3777323553677889
60.417889055330306,neurofeedback_new_bar,-4.0937424781889442
61.06782798143104,neurofeedback_new_bar,-11.351679325808838
