Latency,Type,Value
0,fixation,1
1.2552462999010459,priming_stimulus,clear-headed
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
0,eye_blink_artifact,1
